Customer ID,Gender,Age,Subscription Length (Months),Monthly Charges,Total Charges,Payment Method,Contract Type,Internet Service,Customer Support Calls,Churn
CUST0957,Female,36,42,31.63,1328.46,Credit Card,Monthly,DSL,1,No
CUST0958,Male,54,36,38.07,1370.52,Credit Card,Monthly,DSL,0,No
CUST0959,Female,61,30,33.04,991.2,PayPal,Monthly,Fiber Optic,7,No
CUST0960,Male,76,18,12.77,229.86,Bank Transfer,Two-Year,No Internet,0,No
CUST0961,Male,76,2,97.44,194.88,PayPal,Two-Year,DSL,0,No
CUST0962,Male,66,49,29.87,1463.63,Credit Card,One-Year,Fiber Optic,3,No
CUST0963,Female,78,13,76.06,988.78,Bank Transfer,Monthly,No Internet,9,Yes
CUST0964,Male,34,4,78.63,314.52,Bank Transfer,Two-Year,Fiber Optic,9,No
CUST0965,Male,27,26,93.63,2434.38,Credit Card,Monthly,Fiber Optic,5,No
CUST0966,Male,74,25,12.75,318.75,Bank Transfer,One-Year,DSL,8,No
CUST0967,Male,72,30,88.48,2654.4,Bank Transfer,One-Year,DSL,0,Yes
CUST0968,Female,66,11,57.45,631.95,PayPal,One-Year,DSL,6,No
CUST0969,Female,64,7,66.93,468.51,Credit Card,Monthly,Fiber Optic,9,Yes
CUST0970,Male,29,31,68.0,2108.0,Credit Card,Two-Year,DSL,4,No
CUST0971,Female,79,44,83.78,3686.32,Credit Card,Two-Year,Fiber Optic,7,Yes
CUST0972,Male,33,10,40.01,400.1,Credit Card,One-Year,Fiber Optic,6,No
CUST0973,Male,41,39,75.97,2962.83,Credit Card,Two-Year,DSL,3,No
CUST0974,Male,36,13,57.57,748.41,Bank Transfer,One-Year,No Internet,3,Yes
CUST0975,Female,25,31,81.41,2523.71,PayPal,Monthly,No Internet,5,No
CUST0976,Female,48,7,99.15,694.05,Credit Card,One-Year,No Internet,5,No
CUST0977,Female,38,56,28.06,1571.36,PayPal,Monthly,Fiber Optic,8,No
CUST0978,Female,34,49,99.52,4876.48,PayPal,One-Year,Fiber Optic,4,No
CUST0979,Female,40,42,18.08,759.36,Bank Transfer,Two-Year,Fiber Optic,7,No
CUST0980,Female,54,42,10.21,428.82,Credit Card,Two-Year,DSL,4,No
CUST0981,Female,71,56,13.97,782.32,Bank Transfer,One-Year,Fiber Optic,1,No
CUST0982,Female,33,36,40.76,1467.36,Credit Card,Two-Year,DSL,5,No
CUST0983,Female,23,20,66.96,1339.2,Bank Transfer,Two-Year,DSL,8,Yes
CUST0984,Male,25,4,16.21,64.84,PayPal,Two-Year,No Internet,2,No
CUST0985,Female,42,54,10.51,567.54,Credit Card,Monthly,No Internet,0,No
CUST0986,Female,35,7,94.34,660.38,PayPal,Two-Year,No Internet,0,Yes
CUST0987,Female,42,54,83.97,4534.38,PayPal,Monthly,DSL,2,No
CUST0988,Female,29,1,82.83,82.83,Bank Transfer,One-Year,DSL,9,No
CUST0989,Female,32,44,89.6,3942.4,Credit Card,Two-Year,DSL,4,No
CUST0990,Female,76,56,73.0,4088.0,PayPal,Two-Year,Fiber Optic,2,Yes
CUST0991,Female,43,45,19.4,873.0,Bank Transfer,Two-Year,DSL,8,No
CUST0992,Female,58,42,45.92,1928.64,Credit Card,One-Year,No Internet,7,No
CUST0993,Female,62,47,75.08,3528.76,Credit Card,Monthly,No Internet,2,No
CUST0994,Female,43,59,35.23,2078.57,PayPal,Monthly,DSL,8,No
CUST0995,Female,64,13,71.87,934.31,Credit Card,Two-Year,DSL,5,No
CUST0996,Male,49,55,12.2,671.0,PayPal,One-Year,No Internet,6,No
CUST0997,Male,27,22,37.55,826.1,Credit Card,One-Year,DSL,3,Yes
CUST0998,Female,33,54,59.42,3208.68,Bank Transfer,One-Year,No Internet,3,No
CUST0999,Female,24,21,66.89,1404.69,PayPal,One-Year,Fiber Optic,1,No
CUST1000,Male,34,22,61.93,1362.46,PayPal,One-Year,No Internet,4,Yes
